# Generated by Autoplot on Fri Nov 06 12:43:43 CST 2020
time(UTC), data1(eV), data2(cm), data3
2015-01-01T07:01:00.000Z,  8.790e-14,  13.033, on1
2015-01-01T07:02:00.000Z,  9.713e-14,  13.067, on1
2015-01-01T07:03:00.000Z,  9.694e-14,  13.100, on1
2015-01-01T07:04:00.000Z,  8.526e-14,  13.133, on1
2015-01-01T07:05:00.000Z,  6.095e-14,  13.167, on1
2015-01-01T07:06:00.000Z,  2.411e-14,  13.200, on1
2015-01-01T07:07:00.000Z, -2.369e-14,  13.233, on1
2015-01-01T07:08:00.000Z, -7.922e-14,  13.267, on1
2015-01-01T07:09:00.000Z, -1.376e-13,  13.300, on1
2015-01-01T07:10:00.000Z, -1.926e-13,  13.333, on1
2015-01-01T07:11:00.000Z, -2.371e-13,  13.367, on1
2015-01-01T07:12:00.000Z, -2.633e-13,  13.400, on1
2015-01-01T07:13:00.000Z, -2.643e-13,  13.433, on1
2015-01-01T07:14:00.000Z, -2.343e-13,  13.467, on1
2015-01-01T07:15:00.000Z, -1.701e-13,  13.500, on1
2015-01-01T07:16:00.000Z, -7.172e-14,  13.533, on1
2015-01-01T07:17:00.000Z,  5.674e-14,  13.567, on1
2015-01-01T07:18:00.000Z,  2.068e-13,  13.600, on1
2015-01-01T07:19:00.000Z,  3.655e-13,  13.633, on1
2015-01-01T07:20:00.000Z,  5.160e-13,  13.667, on1
2015-01-01T07:21:00.000Z,  6.388e-13,  13.700, on1
2015-01-01T07:22:00.000Z,  7.134e-13,  13.733, on1
2015-01-01T07:23:00.000Z,  7.203e-13,  13.767, on1
2015-01-01T07:24:00.000Z,  6.439e-13,  13.800, on1
2015-01-01T07:25:00.000Z,  4.749e-13,  13.833, on1
2015-01-01T07:26:00.000Z,  2.128e-13,  13.867, on1
2015-01-01T07:27:00.000Z, -1.321e-13,  13.900, on1
2015-01-01T07:28:00.000Z, -5.372e-13,  13.933, on1
2015-01-01T07:29:00.000Z, -9.681e-13,  13.967, on1
2015-01-01T07:30:00.000Z, -1.380e-12,  14.000, on1
2015-01-01T07:31:00.000Z, -1.720e-12,  14.033, on1
2015-01-01T07:32:00.000Z, -1.932e-12,  14.067, on1
2015-01-01T07:33:00.000Z, -1.963e-12,  14.100, on1
2015-01-01T07:34:00.000Z, -1.770e-12,  14.133, on1
2015-01-01T07:35:00.000Z, -1.327e-12,  14.167, on1
2015-01-01T07:36:00.000Z, -6.295e-13,  14.200, on1
2015-01-01T07:37:00.000Z,  2.949e-13,  14.233, on1
2015-01-01T07:38:00.000Z,  1.388e-12,  14.267, on1
2015-01-01T07:39:00.000Z,  2.557e-12,  14.300, on1
2015-01-01T07:40:00.000Z,  3.683e-12,  14.333, on1
2015-01-01T07:41:00.000Z,  4.624e-12,  14.367, on1
2015-01-01T07:42:00.000Z,  5.227e-12,  14.400, on1
2015-01-01T07:43:00.000Z,  5.348e-12,  14.433, on1
2015-01-01T07:44:00.000Z,  4.867e-12,  14.467, on1
2015-01-01T07:45:00.000Z,  3.708e-12,  14.500, on1
2015-01-01T07:46:00.000Z,  1.858e-12,  14.533, on1
2015-01-01T07:47:00.000Z, -6.155e-13,  14.567, on1
2015-01-01T07:48:00.000Z, -3.561e-12,  14.600, on1
2015-01-01T07:49:00.000Z, -6.734e-12,  14.633, on1
2015-01-01T07:50:00.000Z, -9.813e-12,  14.667, on1
2015-01-01T07:51:00.000Z, -1.242e-11,  14.700, on1
2015-01-01T07:52:00.000Z, -1.413e-11,  14.733, on1
2015-01-01T07:53:00.000Z, -1.456e-11,  14.767, on1
2015-01-01T07:54:00.000Z, -1.338e-11,  14.800, on1
2015-01-01T07:55:00.000Z, -1.037e-11,  14.833, on1
2015-01-01T07:56:00.000Z, -5.476e-12,  14.867, on1
2015-01-01T07:57:00.000Z,  1.133e-12,  14.900, on1
2015-01-01T07:58:00.000Z,  9.060e-12,  14.933, on1
2015-01-01T07:59:00.000Z,  1.766e-11,  14.967, on1
2015-01-01T08:00:00.000Z,  2.608e-11,  15.000, on1
2015-01-01T08:01:00.000Z,  3.329e-11,  15.033, on1
2015-01-01T08:02:00.000Z,  3.817e-11,  15.067, on1
2015-01-01T08:03:00.000Z,  3.964e-11,  15.100, on1
2015-01-01T08:04:00.000Z,  3.680e-11,  15.133, on1
2015-01-01T08:05:00.000Z,  2.901e-11,  15.167, on1
2015-01-01T08:06:00.000Z,  1.611e-11,  15.200, on1
2015-01-01T08:07:00.000Z, -1.509e-12,  15.233, on1
2015-01-01T08:08:00.000Z, -2.281e-11,  15.267, on1
2015-01-01T08:09:00.000Z, -4.611e-11,  15.300, on1
2015-01-01T08:10:00.000Z, -6.912e-11,  15.333, on1
2015-01-01T08:11:00.000Z, -8.908e-11,  15.367, on1
2015-01-01T08:12:00.000Z, -1.030e-10,  15.400, on1
2015-01-01T08:13:00.000Z, -1.079e-10,  15.433, on1
2015-01-01T08:14:00.000Z, -1.012e-10,  15.467, on1
2015-01-01T08:15:00.000Z, -8.118e-11,  15.500, on1
2015-01-01T08:16:00.000Z, -4.731e-11,  15.533, on1
2015-01-01T08:17:00.000Z, -4.720e-13,  15.567, on1
2015-01-01T08:18:00.000Z,  5.668e-11,  15.600, on1
2015-01-01T08:19:00.000Z,  1.197e-10,  15.633, on1
2015-01-01T08:20:00.000Z,  1.826e-10,  15.667, on1
2015-01-01T08:21:00.000Z,  2.378e-10,  15.700, on1
2015-01-01T08:22:00.000Z,  2.774e-10,  15.733, on1
2015-01-01T08:23:00.000Z,  2.932e-10,  15.767, on1
2015-01-01T08:24:00.000Z,  2.781e-10,  15.800, on1
2015-01-01T08:25:00.000Z,  2.273e-10,  15.833, on1
2015-01-01T08:26:00.000Z,  1.388e-10,  15.867, on1
2015-01-01T08:27:00.000Z,  1.463e-11,  15.900, on1
2015-01-01T08:28:00.000Z, -1.384e-10,  15.933, on1
2015-01-01T08:29:00.000Z, -3.087e-10,  15.967, on1
2015-01-01T08:30:00.000Z, -4.803e-10,  16.000, on1
2015-01-01T08:31:00.000Z, -6.333e-10,  16.033, on1
2015-01-01T08:32:00.000Z, -7.459e-10,  16.067, on1
2015-01-01T08:33:00.000Z, -7.961e-10,  16.100, on1
2015-01-01T08:34:00.000Z, -7.644e-10,  16.133, on1
2015-01-01T08:35:00.000Z, -6.365e-10,  16.167, on1
2015-01-01T08:36:00.000Z, -4.065e-10,  16.200, on1
2015-01-01T08:37:00.000Z, -7.874e-11,  16.233, on1
2015-01-01T08:38:00.000Z,  3.299e-10,  16.267, on1
2015-01-01T08:39:00.000Z,  7.893e-10,  16.300, on1
2015-01-01T08:40:00.000Z,  1.257e-09,  16.333, on1
2015-01-01T08:41:00.000Z,  1.681e-09,  16.367, on1
2015-01-01T08:42:00.000Z,  2.002e-09,  16.400, on1
2015-01-01T08:43:00.000Z,  2.159e-09,  16.433, on1
2015-01-01T08:44:00.000Z,  2.100e-09,  16.467, on1
2015-01-01T08:45:00.000Z,  1.783e-09,  16.500, on1
2015-01-01T08:46:00.000Z,  1.189e-09,  16.533, on1
2015-01-01T08:47:00.000Z,  3.280e-10,  16.567, on1
2015-01-01T08:48:00.000Z, -7.597e-10,  16.600, on1
2015-01-01T08:49:00.000Z, -1.997e-09,  16.633, on1
2015-01-01T08:50:00.000Z, -3.271e-09,  16.667, on1
2015-01-01T08:51:00.000Z, -4.444e-09,  16.700, on1
2015-01-01T08:52:00.000Z, -5.357e-09,  16.733, on1
2015-01-01T08:53:00.000Z, -5.846e-09,  16.767, on1
2015-01-01T08:54:00.000Z, -5.763e-09,  16.800, on1
2015-01-01T08:55:00.000Z, -4.994e-09,  16.833, on1
2015-01-01T08:56:00.000Z, -3.476e-09,  16.867, on1
2015-01-01T08:57:00.000Z, -1.225e-09,  16.900, on1
2015-01-01T08:58:00.000Z,  1.659e-09,  16.933, on1
2015-01-01T08:59:00.000Z,  4.980e-09,  16.967, on1
2015-01-01T09:00:00.000Z,  8.447e-09,  17.000, on1
2015-01-01T09:01:00.000Z,  1.169e-08,  17.033, on1
2015-01-01T09:02:00.000Z,  1.429e-08,  17.067, on1
2015-01-01T09:03:00.000Z,  1.579e-08,  17.100, on1
2015-01-01T09:04:00.000Z,  1.580e-08,  17.133, on1
2015-01-01T09:05:00.000Z,  1.398e-08,  17.167, on1
2015-01-01T09:06:00.000Z,  1.015e-08,  17.200, on1
2015-01-01T09:07:00.000Z,  4.307e-09,  17.233, on1
2015-01-01T09:08:00.000Z, -3.304e-09,  17.267, on1
2015-01-01T09:09:00.000Z, -1.219e-08,  17.300, on1
2015-01-01T09:10:00.000Z, -2.160e-08,  17.333, on1
2015-01-01T09:11:00.000Z, -3.056e-08,  17.367, on1
2015-01-01T09:12:00.000Z, -3.794e-08,  17.400, on1
2015-01-01T09:13:00.000Z, -4.255e-08,  17.433, on1
2015-01-01T09:14:00.000Z, -4.325e-08,  17.467, on1
2015-01-01T09:15:00.000Z, -3.912e-08,  17.500, on1
2015-01-01T09:16:00.000Z, -2.958e-08,  17.533, on1
2015-01-01T09:17:00.000Z, -1.456e-08,  17.567, on1
2015-01-01T09:18:00.000Z,  5.393e-09,  17.600, on1
2015-01-01T09:19:00.000Z,  2.906e-08,  17.633, on1
2015-01-01T09:20:00.000Z,  5.452e-08,  17.667, on1
2015-01-01T09:21:00.000Z,  7.924e-08,  17.700, on1
2015-01-01T09:22:00.000Z,  1.002e-07,  17.733, on1
2015-01-01T09:23:00.000Z,  1.142e-07,  17.767, on1
2015-01-01T09:24:00.000Z,  1.181e-07,  17.800, on1
2015-01-01T09:25:00.000Z,  1.093e-07,  17.833, on1
2015-01-01T09:26:00.000Z,  8.608e-08,  17.867, on1
2015-01-01T09:27:00.000Z,  4.793e-08,  17.900, on1
2015-01-01T09:28:00.000Z, -3.976e-09,  17.933, on1
2015-01-01T09:29:00.000Z, -6.667e-08,  17.967, on1
2015-01-01T09:30:00.000Z, -1.353e-07,  18.000, on1
2015-01-01T09:31:00.000Z, -2.033e-07,  18.033, on1
2015-01-01T09:32:00.000Z, -2.627e-07,  18.067, on1
2015-01-01T09:33:00.000Z, -3.050e-07,  18.100, on1
2015-01-01T09:34:00.000Z, -3.215e-07,  18.133, on1
2015-01-01T09:35:00.000Z, -3.049e-07,  18.167, on1
2015-01-01T09:36:00.000Z, -2.499e-07,  18.200, on1
2015-01-01T09:37:00.000Z, -1.546e-07,  18.233, on1
2015-01-01T09:38:00.000Z, -2.101e-08,  18.267, on1
2015-01-01T09:39:00.000Z,  1.438e-07,  18.300, on1
2015-01-01T09:40:00.000Z,  3.277e-07,  18.333, on1
2015-01-01T09:41:00.000Z,  5.141e-07,  18.367, on1
2015-01-01T09:42:00.000Z,  6.821e-07,  18.400, on1
2015-01-01T09:43:00.000Z,  8.089e-07,  18.433, on1
2015-01-01T09:44:00.000Z,  8.711e-07,  18.467, on1
2015-01-01T09:45:00.000Z,  8.479e-07,  18.500, on1
2015-01-01T09:46:00.000Z,  7.235e-07,  18.533, on1
2015-01-01T09:47:00.000Z,  4.904e-07,  18.567, on1
2015-01-01T09:48:00.000Z,  1.517e-07,  18.600, on1
2015-01-01T09:49:00.000Z, -2.770e-07,  18.633, on1
2015-01-01T09:50:00.000Z, -7.664e-07,  18.667, on1
2015-01-01T09:51:00.000Z, -1.274e-06,  18.700, on1
2015-01-01T09:52:00.000Z, -1.748e-06,  18.733, on1
2015-01-01T09:53:00.000Z, -2.125e-06,  18.767, on1
2015-01-01T09:54:00.000Z, -2.344e-06,  18.800, on1
2015-01-01T09:55:00.000Z, -2.347e-06,  18.833, on1
2015-01-01T09:56:00.000Z, -2.085e-06,  18.867, on1
2015-01-01T09:57:00.000Z, -1.534e-06,  18.900, on1
2015-01-01T09:58:00.000Z, -6.925e-07,  18.933, on1
2015-01-01T09:59:00.000Z,  4.066e-07,  18.967, on1
2015-01-01T10:00:00.000Z,  1.695e-06,  19.000, on1
2015-01-01T10:01:00.000Z,  3.069e-06,  19.033, on1
2015-01-01T10:02:00.000Z,  4.393e-06,  19.067, on1
2015-01-01T10:03:00.000Z,  5.509e-06,  19.100, on1
2015-01-01T10:04:00.000Z,  6.248e-06,  19.133, on1
2015-01-01T10:05:00.000Z,  6.448e-06,  19.167, on1
2015-01-01T10:06:00.000Z,  5.973e-06,  19.200, on1
2015-01-01T10:07:00.000Z,  4.733e-06,  19.233, on1
2015-01-01T10:08:00.000Z,  2.704e-06,  19.267, on1
2015-01-01T10:09:00.000Z, -5.545e-08,  19.300, on1
2015-01-01T10:10:00.000Z, -3.395e-06,  19.333, on1
2015-01-01T10:11:00.000Z, -7.067e-06,  19.367, on1
2015-01-01T10:12:00.000Z, -1.074e-05,  19.400, on1
2015-01-01T10:13:00.000Z, -1.400e-05,  19.433, on1
2015-01-01T10:14:00.000Z, -1.641e-05,  19.467, on1
2015-01-01T10:15:00.000Z, -1.752e-05,  19.500, on1
2015-01-01T10:16:00.000Z, -1.695e-05,  19.533, on1
2015-01-01T10:17:00.000Z, -1.439e-05,  19.567, on1
2015-01-01T10:18:00.000Z, -9.724e-06,  19.600, on1
2015-01-01T10:19:00.000Z, -3.008e-06,  19.633, on1
2015-01-01T10:20:00.000Z,  5.450e-06,  19.667, on1
2015-01-01T10:21:00.000Z,  1.509e-05,  19.700, on1
2015-01-01T10:22:00.000Z,  2.512e-05,  19.733, on1
2015-01-01T10:23:00.000Z,  3.451e-05,  19.767, on1
2015-01-01T10:24:00.000Z,  4.214e-05,  19.800, on1
2015-01-01T10:25:00.000Z,  4.681e-05,  19.833, on1
2015-01-01T10:26:00.000Z,  4.740e-05,  19.867, on1
2015-01-01T10:27:00.000Z,  4.300e-05,  19.900, on1
2015-01-01T10:28:00.000Z,  3.307e-05,  19.933, on1
2015-01-01T10:29:00.000Z,  1.752e-05,  19.967, on1
2015-01-01T10:30:00.000Z, -3.136e-06,  20.000, on1
2015-01-01T10:31:00.000Z, -2.775e-05,  20.033, on1
2015-01-01T10:32:00.000Z, -5.451e-05,  20.067, on1
2015-01-01T10:33:00.000Z, -8.101e-05,  20.100, on1
2015-01-01T10:34:00.000Z, -1.044e-04,  20.133, on1
2015-01-01T10:35:00.000Z, -1.216e-04,  20.167, on1
2015-01-01T10:36:00.000Z, -1.295e-04,  20.200, on1
2015-01-01T10:37:00.000Z, -1.254e-04,  20.233, on1
2015-01-01T10:38:00.000Z, -1.073e-04,  20.267, on1
2015-01-01T10:39:00.000Z, -7.433e-05,  20.300, on1
2015-01-01T10:40:00.000Z, -2.683e-05,  20.333, on1
2015-01-01T10:41:00.000Z,  3.315e-05,  20.367, on1
2015-01-01T10:42:00.000Z,  1.019e-04,  20.400, on1
2015-01-01T10:43:00.000Z,  1.742e-04,  20.433, on1
2015-01-01T10:44:00.000Z,  2.431e-04,  20.467, on1
2015-01-01T10:45:00.000Z,  3.012e-04,  20.500, on1
2015-01-01T10:46:00.000Z,  3.402e-04,  20.533, on1
2015-01-01T10:47:00.000Z,  3.524e-04,  20.567, on1
2015-01-01T10:48:00.000Z,  3.315e-04,  20.600, on1
2015-01-01T10:49:00.000Z,  2.729e-04,  20.633, on1
2015-01-01T10:50:00.000Z,  1.752e-04,  20.667, on1
2015-01-01T10:51:00.000Z,  4.061e-05,  20.700, on1
2015-01-01T10:52:00.000Z, -1.248e-04,  20.733, on1
2015-01-01T10:53:00.000Z, -3.106e-04,  20.767, on1
2015-01-01T10:54:00.000Z, -5.025e-04,  20.800, on1
2015-01-01T10:55:00.000Z, -6.830e-04,  20.833, on1
2015-01-01T10:56:00.000Z, -8.322e-04,  20.867, on1
2015-01-01T10:57:00.000Z, -9.301e-04,  20.900, on1
2015-01-01T10:58:00.000Z, -9.574e-04,  20.933, on1
2015-01-01T10:59:00.000Z, -8.985e-04,  20.967, on1
2015-01-01T11:00:00.000Z, -7.428e-04,  21.000, on1
2015-01-01T11:01:00.000Z, -4.872e-04,  21.033, on1
2015-01-01T11:02:00.000Z, -1.370e-04,  21.067, on1
2015-01-01T11:03:00.000Z,  2.925e-04,  21.100, on1
2015-01-01T11:04:00.000Z,  7.762e-04,  21.133, on1
2015-01-01T11:05:00.000Z,  1.280e-03,  21.167, on1
2015-01-01T11:06:00.000Z,  1.762e-03,  21.200, on1
2015-01-01T11:07:00.000Z,  2.175e-03,  21.233, on1
2015-01-01T11:08:00.000Z,  2.470e-03,  21.267, on1
2015-01-01T11:09:00.000Z,  2.602e-03,  21.300, on1
2015-01-01T11:10:00.000Z,  2.531e-03,  21.333, on1
2015-01-01T11:11:00.000Z,  2.228e-03,  21.367, on1
2015-01-01T11:12:00.000Z,  1.681e-03,  21.400, on1
2015-01-01T11:13:00.000Z,  8.941e-04,  21.433, on1
2015-01-01T11:14:00.000Z, -1.060e-04,  21.467, on1
2015-01-01T11:15:00.000Z, -1.272e-03,  21.500, on1
2015-01-01T11:16:00.000Z, -2.537e-03,  21.533, on1
2015-01-01T11:17:00.000Z, -3.816e-03,  21.567, on1
2015-01-01T11:18:00.000Z, -5.012e-03,  21.600, on1
2015-01-01T11:19:00.000Z, -6.021e-03,  21.633, on1
2015-01-01T11:20:00.000Z, -6.738e-03,  21.667, on1
2015-01-01T11:21:00.000Z, -7.069e-03,  21.700, on1
2015-01-01T11:22:00.000Z, -6.936e-03,  21.733, on1
2015-01-01T11:23:00.000Z, -6.285e-03,  21.767, on1
2015-01-01T11:24:00.000Z, -5.091e-03,  21.800, on1
2015-01-01T11:25:00.000Z, -3.365e-03,  21.833, on1
2015-01-01T11:26:00.000Z, -1.155e-03,  21.867, on1
2015-01-01T11:27:00.000Z,  1.456e-03,  21.900, on1
2015-01-01T11:28:00.000Z,  4.350e-03,  21.933, on1
2015-01-01T11:29:00.000Z,  7.384e-03,  21.967, on1
2015-01-01T11:30:00.000Z,  1.039e-02,  22.000, on1
2015-01-01T11:31:00.000Z,  1.320e-02,  22.033, on1
2015-01-01T11:32:00.000Z,  1.564e-02,  22.067, on1
2015-01-01T11:33:00.000Z,  1.755e-02,  22.100, on1
2015-01-01T11:34:00.000Z,  1.879e-02,  22.133, on1
2015-01-01T11:35:00.000Z,  1.925e-02,  22.167, on1
2015-01-01T11:36:00.000Z,  1.886e-02,  22.200, on1
2015-01-01T11:37:00.000Z,  1.759e-02,  22.233, on1
2015-01-01T11:38:00.000Z,  1.546e-02,  22.267, on1
2015-01-01T11:39:00.000Z,  1.251e-02,  22.300, on1
2015-01-01T11:40:00.000Z,  8.846e-03,  22.333, on1
2015-01-01T11:41:00.000Z,  4.583e-03,  22.367, on1
2015-01-01T11:42:00.000Z, -1.357e-04,  22.400, on1
2015-01-01T11:43:00.000Z, -5.154e-03,  22.433, on1
2015-01-01T11:44:00.000Z, -1.031e-02,  22.467, on1
2015-01-01T11:45:00.000Z, -1.546e-02,  22.500, on1
2015-01-01T11:46:00.000Z, -2.046e-02,  22.533, on1
2015-01-01T11:47:00.000Z, -2.518e-02,  22.567, on1
2015-01-01T11:48:00.000Z, -2.955e-02,  22.600, on1
2015-01-01T11:49:00.000Z, -3.348e-02,  22.633, on1
2015-01-01T11:50:00.000Z, -3.695e-02,  22.667, on1
2015-01-01T11:51:00.000Z, -3.992e-02,  22.700, on1
2015-01-01T11:52:00.000Z, -4.242e-02,  22.733, on1
2015-01-01T11:53:00.000Z, -4.447e-02,  22.767, on1
2015-01-01T11:54:00.000Z, -4.610e-02,  22.800, on1
2015-01-01T11:55:00.000Z, -4.737e-02,  22.833, on1
2015-01-01T11:56:00.000Z, -4.831e-02,  22.867, on1
2015-01-01T11:57:00.000Z, -4.899e-02,  22.900, on1
2015-01-01T11:58:00.000Z, -4.945e-02,  22.933, on1
2015-01-01T11:59:00.000Z, -4.970e-02,  22.967, on1
2015-01-01T12:00:00.000Z, -4.979e-02,  23.000, on1
2015-01-01T12:01:00.000Z, -4.970e-02,  23.033, on1
2015-01-01T12:02:00.000Z, -4.945e-02,  23.067, on1
2015-01-01T12:03:00.000Z, -4.899e-02,  23.100, on1
2015-01-01T12:04:00.000Z, -4.831e-02,  23.133, on1
2015-01-01T12:05:00.000Z, -4.737e-02,  23.167, on1
2015-01-01T12:06:00.000Z, -4.610e-02,  23.200, on1
2015-01-01T12:07:00.000Z, -4.447e-02,  23.233, on1
2015-01-01T12:08:00.000Z, -4.242e-02,  23.267, on1
2015-01-01T12:09:00.000Z, -3.992e-02,  23.300, on1
2015-01-01T12:10:00.000Z, -3.695e-02,  23.333, on1
2015-01-01T12:11:00.000Z, -3.348e-02,  23.367, on1
2015-01-01T12:12:00.000Z, -2.955e-02,  23.400, on1
2015-01-01T12:13:00.000Z, -2.518e-02,  23.433, on1
2015-01-01T12:14:00.000Z, -2.046e-02,  23.467, on1
2015-01-01T12:15:00.000Z, -1.546e-02,  23.500, on1
2015-01-01T12:16:00.000Z, -1.031e-02,  23.533, on1
2015-01-01T12:17:00.000Z, -5.154e-03,  23.567, on1
2015-01-01T12:18:00.000Z, -1.357e-04,  23.600, on1
2015-01-01T12:19:00.000Z,  4.583e-03,  23.633, on1
2015-01-01T12:20:00.000Z,  8.846e-03,  23.667, on1
2015-01-01T12:21:00.000Z,  1.251e-02,  23.700, on1
2015-01-01T12:22:00.000Z,  1.546e-02,  23.733, on1
2015-01-01T12:23:00.000Z,  1.759e-02,  23.767, on1
2015-01-01T12:24:00.000Z,  1.886e-02,  23.800, on1
2015-01-01T12:25:00.000Z,  1.925e-02,  23.833, on1
2015-01-01T12:26:00.000Z,  1.879e-02,  23.867, on1
2015-01-01T12:27:00.000Z,  1.755e-02,  23.900, on1
2015-01-01T12:28:00.000Z,  1.564e-02,  23.933, on1
2015-01-01T12:29:00.000Z,  1.320e-02,  23.967, on1
2015-01-01T12:30:00.000Z,  1.039e-02,  24.000, on1
2015-01-01T12:31:00.000Z,  7.384e-03,  24.033, on1
2015-01-01T12:32:00.000Z,  4.350e-03,  24.067, on1
2015-01-01T12:33:00.000Z,  1.456e-03,  24.100, on1
2015-01-01T12:34:00.000Z, -1.155e-03,  24.133, on1
2015-01-01T12:35:00.000Z, -3.365e-03,  24.167, on1
2015-01-01T12:36:00.000Z, -5.091e-03,  24.200, on1
2015-01-01T12:37:00.000Z, -6.285e-03,  24.233, on1
2015-01-01T12:38:00.000Z, -6.936e-03,  24.267, on1
2015-01-01T12:39:00.000Z, -7.069e-03,  24.300, on1
2015-01-01T12:40:00.000Z, -6.738e-03,  24.333, on1
2015-01-01T12:41:00.000Z, -6.021e-03,  24.367, on1
2015-01-01T12:42:00.000Z, -5.012e-03,  24.400, on1
2015-01-01T12:43:00.000Z, -3.816e-03,  24.433, on1
2015-01-01T12:44:00.000Z, -2.537e-03,  24.467, on1
2015-01-01T12:45:00.000Z, -1.272e-03,  24.500, on1
2015-01-01T12:46:00.000Z, -1.060e-04,  24.533, on1
2015-01-01T12:47:00.000Z,  8.941e-04,  24.567, on1
2015-01-01T12:48:00.000Z,  1.681e-03,  24.600, on1
2015-01-01T12:49:00.000Z,  2.228e-03,  24.633, on1
2015-01-01T12:50:00.000Z,  2.531e-03,  24.667, on1
2015-01-01T12:51:00.000Z,  2.602e-03,  24.700, on1
2015-01-01T12:52:00.000Z,  2.470e-03,  24.733, on1
2015-01-01T12:53:00.000Z,  2.175e-03,  24.767, on1
2015-01-01T12:54:00.000Z,  1.762e-03,  24.800, on1
2015-01-01T12:55:00.000Z,  1.280e-03,  24.833, on1
2015-01-01T12:56:00.000Z,  7.762e-04,  24.867, on1
2015-01-01T12:57:00.000Z,  2.925e-04,  24.900, on1
2015-01-01T12:58:00.000Z, -1.370e-04,  24.933, on1
2015-01-01T12:59:00.000Z, -4.872e-04,  24.967, on1
2015-01-01T13:00:00.000Z, -7.428e-04,  25.000, on1
2015-01-01T13:01:00.000Z, -8.985e-04,  25.033, on1
2015-01-01T13:02:00.000Z, -9.574e-04,  25.067, on1
2015-01-01T13:03:00.000Z, -9.301e-04,  25.100, on1
2015-01-01T13:04:00.000Z, -8.322e-04,  25.133, on1
2015-01-01T13:05:00.000Z, -6.830e-04,  25.167, on1
2015-01-01T13:06:00.000Z, -5.025e-04,  25.200, on1
2015-01-01T13:07:00.000Z, -3.106e-04,  25.233, on1
2015-01-01T13:08:00.000Z, -1.248e-04,  25.267, on1
2015-01-01T13:09:00.000Z,  4.061e-05,  25.300, on1
2015-01-01T13:10:00.000Z,  1.752e-04,  25.333, on1
2015-01-01T13:11:00.000Z,  2.729e-04,  25.367, on1
2015-01-01T13:12:00.000Z,  3.315e-04,  25.400, on1
2015-01-01T13:13:00.000Z,  3.524e-04,  25.433, on1
2015-01-01T13:14:00.000Z,  3.402e-04,  25.467, on1
2015-01-01T13:15:00.000Z,  3.012e-04,  25.500, on1
2015-01-01T13:16:00.000Z,  2.431e-04,  25.533, on1
2015-01-01T13:17:00.000Z,  1.742e-04,  25.567, on1
2015-01-01T13:18:00.000Z,  1.019e-04,  25.600, on1
2015-01-01T13:19:00.000Z,  3.315e-05,  25.633, on1
2015-01-01T13:20:00.000Z, -2.683e-05,  25.667, on1
2015-01-01T13:21:00.000Z, -7.433e-05,  25.700, on1
2015-01-01T13:22:00.000Z, -1.073e-04,  25.733, on1
2015-01-01T13:23:00.000Z, -1.254e-04,  25.767, on1
2015-01-01T13:24:00.000Z, -1.295e-04,  25.800, on1
2015-01-01T13:25:00.000Z, -1.216e-04,  25.833, on1
2015-01-01T13:26:00.000Z, -1.044e-04,  25.867, on1
2015-01-01T13:27:00.000Z, -8.101e-05,  25.900, on1
2015-01-01T13:28:00.000Z, -5.451e-05,  25.933, on1
2015-01-01T13:29:00.000Z, -2.775e-05,  25.967, on1
2015-01-01T13:30:00.000Z, -3.136e-06,  26.000, on1
2015-01-01T13:31:00.000Z,  1.752e-05,  26.033, on1
2015-01-01T13:32:00.000Z,  3.307e-05,  26.067, on1
2015-01-01T13:33:00.000Z,  4.300e-05,  26.100, on1
2015-01-01T13:34:00.000Z,  4.740e-05,  26.133, on1
2015-01-01T13:35:00.000Z,  4.681e-05,  26.167, on1
2015-01-01T13:36:00.000Z,  4.214e-05,  26.200, on1
2015-01-01T13:37:00.000Z,  3.451e-05,  26.233, on1
2015-01-01T13:38:00.000Z,  2.512e-05,  26.267, on1
2015-01-01T13:39:00.000Z,  1.509e-05,  26.300, on1
2015-01-01T13:40:00.000Z,  5.450e-06,  26.333, on1
2015-01-01T13:41:00.000Z, -3.008e-06,  26.367, on1
2015-01-01T13:42:00.000Z, -9.724e-06,  26.400, on1
2015-01-01T13:43:00.000Z, -1.439e-05,  26.433, on1
2015-01-01T13:44:00.000Z, -1.695e-05,  26.467, on1
2015-01-01T13:45:00.000Z, -1.752e-05,  26.500, on1
2015-01-01T13:46:00.000Z, -1.641e-05,  26.533, on1
2015-01-01T13:47:00.000Z, -1.400e-05,  26.567, on1
2015-01-01T13:48:00.000Z, -1.074e-05,  26.600, on1
2015-01-01T13:49:00.000Z, -7.067e-06,  26.633, on1
2015-01-01T13:50:00.000Z, -3.395e-06,  26.667, on1
2015-01-01T13:51:00.000Z, -5.545e-08,  26.700, on1
2015-01-01T13:52:00.000Z,  2.704e-06,  26.733, on1
2015-01-01T13:53:00.000Z,  4.733e-06,  26.767, on1
2015-01-01T13:54:00.000Z,  5.973e-06,  26.800, on1
2015-01-01T13:55:00.000Z,  6.448e-06,  26.833, on1
2015-01-01T13:56:00.000Z,  6.248e-06,  26.867, on1
2015-01-01T13:57:00.000Z,  5.509e-06,  26.900, on1
2015-01-01T13:58:00.000Z,  4.393e-06,  26.933, on1
2015-01-01T13:59:00.000Z,  3.069e-06,  26.967, on1
2015-01-01T14:00:00.000Z,  1.695e-06,  27.000, on1
2015-01-01T14:01:00.000Z,  4.066e-07,  27.033, on1
2015-01-01T14:02:00.000Z, -6.925e-07,  27.067, on1
